,Timestamp,Product Name,Seller,Price
173,2024-12-26 18:32:06,Smartphone Apple iPhone 15 128GB noir,E.Leclerc,869.0
174,2024-12-26 18:32:12,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",E.Leclerc,1266.17
175,2024-12-26 18:32:19,Smartphone Apple iPhone 14 256Go Noir Midnight,E.Leclerc,837.96
176,2024-12-26 19:02:26,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",E.Leclerc,1349.0
177,2024-12-26 19:02:32,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1098.0
178,2024-12-26 19:02:38,Non trouvé,E.Leclerc,969.0
179,2024-12-26 19:02:45,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",Stock e-commerce,1582.6
180,2024-12-26 19:02:51,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1240.0
181,2024-12-26 19:02:58,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 128 Go Noir",E.Leclerc,1119.0
182,2024-12-26 19:03:05,"Apple iPhone 16 Pro 16 cm (6.3"") Double SIM iOS 18 5G USB Type-C 1 To Noir",E.Leclerc,1859.0
183,2024-12-26 19:03:17,Smartphone Apple iPhone 15 256GB noir,E.Leclerc,999.0
184,2024-12-26 19:03:23,Smartphone Apple iPhone 15 128GB noir,E.Leclerc,869.0
185,2024-12-26 19:03:30,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",E.Leclerc,1266.17
186,2024-12-26 19:03:36,Smartphone Apple iPhone 14 256Go Noir Midnight,E.Leclerc,837.96
187,2024-12-26 19:33:44,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",E.Leclerc,1349.0
188,2024-12-26 19:33:51,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1098.0
189,2024-12-26 19:33:57,Non trouvé,E.Leclerc,969.0
190,2024-12-26 19:34:05,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",Stock e-commerce,1582.6
